ID	Node1	Node2	Length	Diameter	Roughness	MinorLoss	Status
LINK-6379	JUNCTION-1257	JUNCTION-1390	549.500000	4.000000	140	0.000000	Open	
LINK-6380	JUNCTION-4367	JUNCTION-4368	178.100000	4.000000	140	0.000000	Open	
LINK-6381	JUNCTION-4378	JUNCTION-4379	249.300000	6.000000	140	0.000000	Open	
LINK-6382	JUNCTION-4379	JUNCTION-4380	328.200000	6.000000	140	0.000000	Open	
LINK-6383	JUNCTION-4380	JUNCTION-4381	392.800000	8.000000	140	0.000000	Open	
LINK-6384	JUNCTION-4382	JUNCTION-4378	285.200000	6.000000	140	0.000000	Open	
LINK-6385	JUNCTION-4384	JUNCTION-4380	247.300000	8.000000	140	0.000000	Open	
LINK-6386	JUNCTION-4382	JUNCTION-4384	296.700000	6.000000	140	0.000000	Open	
LINK-6387	JUNCTION-4383	JUNCTION-4385	457.800000	10.000000	140	0.000000	Open	
LINK-6388	JUNCTION-4383	JUNCTION-4384	151.900000	8.000000	140	0.000000	Open	
LINK-6389	JUNCTION-4583	JUNCTION-4594	1277.600000	16.000000	140	0.000000	Open	
LINK-6390	JUNCTION-4386	JUNCTION-4387	256.300000	6.000000	140	0.000000	Open	
LINK-6391	JUNCTION-4381	JUNCTION-4388	365.000000	8.000000	140	0.000000	Open	
LINK-6392	JUNCTION-4389	JUNCTION-4381	446.700000	6.000000	140	0.000000	Open	
LINK-6393	JUNCTION-4390	JUNCTION-4387	306.200000	6.000000	140	0.000000	Open	
LINK-6394	JUNCTION-4391	JUNCTION-4390	248.900000	6.000000	140	0.000000	Open	
LINK-6395	JUNCTION-4386	JUNCTION-4389	305.400000	6.000000	140	0.000000	Open	
LINK-6396	JUNCTION-4258	JUNCTION-4220	627.900000	6.000000	140	0.000000	Open	
LINK-6397	JUNCTION-4392	JUNCTION-12212	505.800000	8.000000	140	0.000000	Open	
LINK-6398	JUNCTION-4393	JUNCTION-4395	459.700000	6.000000	140	0.000000	Open	
LINK-6399	JUNCTION-4396	JUNCTION-4397	154.900000	4.000000	140	0.000000	Open	
LINK-6400	JUNCTION-4605	JUNCTION-4583	282.600000	16.000000	140	0.000000	Open	
LINK-6401	JUNCTION-4398	JUNCTION-4396	402.500000	4.000000	140	0.000000	Open	
LINK-6402	JUNCTION-12101	JUNCTION-12001	667.100000	8.000000	140	0.000000	Open	
LINK-6403	JUNCTION-4399	JUNCTION-4305	250.400000	8.000000	140	0.000000	Open	
LINK-6404	JUNCTION-4400	JUNCTION-4401	291.200000	8.000000	140	0.000000	Open	
LINK-6405	JUNCTION-4305	JUNCTION-4400	361.500000	8.000000	140	0.000000	Open	
LINK-6406	JUNCTION-4402	JUNCTION-4399	275.300000	6.000000	140	0.000000	Open	
LINK-6407	JUNCTION-4402	JUNCTION-4403	145.200000	4.000000	140	0.000000	Open	
LINK-6408	JUNCTION-12001	JUNCTION-4404	445.000000	8.000000	140	0.000000	Open	
LINK-6409	JUNCTION-4404	JUNCTION-4406	161.600000	8.000000	140	0.000000	Open	
LINK-6410	JUNCTION-4407	JUNCTION-1742	1011.200000	8.000000	140	0.000000	Open	
LINK-6411	JUNCTION-4616	JUNCTION-4627	191.600000	10.000000	140	0.000000	Open	
LINK-6412	JUNCTION-4406	JUNCTION-4407	287.500000	8.000000	140	0.000000	Open	
LINK-6413	JUNCTION-1795	JUNCTION-2185	336.900000	8.000000	140	0.000000	Open	
LINK-6414	JUNCTION-5150	JUNCTION-4408	528.300000	12.000000	140	0.000000	Open	
LINK-6415	JUNCTION-1794	JUNCTION-4409	967.800000	24.000000	140	0.000000	Open	
LINK-6416	JUNCTION-4410	JUNCTION-4411	430.900000	4.000000	140	0.000000	Open	
LINK-6417	JUNCTION-4411	JUNCTION-4412	230.100000	6.000000	140	0.000000	Open	
LINK-6418	JUNCTION-4413	JUNCTION-4414	517.900000	8.000000	140	0.000000	Open	
LINK-6419	JUNCTION-4415	JUNCTION-4417	338.400000	6.000000	140	0.000000	Open	
LINK-6420	JUNCTION-4418	JUNCTION-4419	534.100000	6.000000	140	0.000000	Open	
LINK-6421	JUNCTION-4420	JUNCTION-4415	572.900000	6.000000	140	0.000000	Open	
LINK-6422	JUNCTION-4616	JUNCTION-4638	560.100000	10.000000	140	0.000000	Open	
LINK-6423	JUNCTION-4420	JUNCTION-4421	463.000000	6.000000	140	0.000000	Open	
LINK-6424	JUNCTION-4422	JUNCTION-4423	444.400000	6.000000	140	0.000000	Open	
LINK-6425	JUNCTION-4424	JUNCTION-4425	438.200000	6.000000	140	0.000000	Open	
LINK-6426	JUNCTION-4257	JUNCTION-4267	151.600000	4.000000	140	0.000000	Open	
LINK-6427	JUNCTION-4268	JUNCTION-4267	69.100000	4.000000	140	0.000000	Open	
LINK-6428	JUNCTION-4403	JUNCTION-4426	134.700000	4.000000	140	0.000000	Open	
LINK-6429	JUNCTION-4376	JUNCTION-4374	648.900000	6.000000	140	0.000000	Open	
LINK-6430	JUNCTION-4376	JUNCTION-4371	231.600000	6.000000	140	0.000000	Open	
LINK-6431	JUNCTION-4375	JUNCTION-4428	446.800000	6.000000	140	0.000000	Open	
LINK-6432	JUNCTION-4429	JUNCTION-4430	283.100000	6.000000	140	0.000000	Open	
LINK-6433	JUNCTION-4649	JUNCTION-4261	658.200000	16.000000	140	0.000000	Open	
LINK-6434	JUNCTION-4431	JUNCTION-4372	278.800000	10.000000	140	0.000000	Open	
LINK-6435	JUNCTION-4429	JUNCTION-4432	234.300000	6.000000	140	0.000000	Open	
LINK-6436	JUNCTION-4433	JUNCTION-4434	374.900000	6.000000	140	0.000000	Open	
LINK-6437	JUNCTION-4372	JUNCTION-4429	143.000000	6.000000	140	0.000000	Open	
LINK-6438	JUNCTION-4434	JUNCTION-3975	410.200000	6.000000	140	0.000000	Open	
LINK-6439	JUNCTION-4435	JUNCTION-4436	299.400000	10.000000	140	0.000000	Open	
LINK-6440	JUNCTION-4437	JUNCTION-4439	446.400000	6.000000	140	0.000000	Open	
LINK-6441	JUNCTION-4427	JUNCTION-4391	157.200000	6.000000	140	0.000000	Open	
LINK-6442	JUNCTION-4440	JUNCTION-4427	171.300000	8.000000	140	0.000000	Open	
LINK-6443	JUNCTION-4388	JUNCTION-4440	151.900000	8.000000	140	0.000000	Open	
LINK-6444	JUNCTION-4571	JUNCTION-4682	134.400000	4.000000	140	0.000000	Open	
LINK-6445	JUNCTION-4660	JUNCTION-4671	835.900000	6.000000	140	0.000000	Open	
LINK-6446	JUNCTION-4441	JUNCTION-4442	223.300000	6.000000	140	0.000000	Open	
LINK-6447	JUNCTION-4408	JUNCTION-4409	562.600000	12.000000	140	0.000000	Open	
LINK-6448	JUNCTION-4443	JUNCTION-5150	371.300000	12.000000	140	0.000000	Open	
LINK-6449	JUNCTION-4444	JUNCTION-4443	438.000000	12.000000	140	0.000000	Open	
LINK-6450	JUNCTION-4445	JUNCTION-4444	180.100000	12.000000	140	0.000000	Open	
LINK-6451	JUNCTION-4423	JUNCTION-4446	167.100000	6.000000	140	0.000000	Open	
LINK-6452	JUNCTION-4447	JUNCTION-4448	369.300000	6.000000	140	0.000000	Open	
LINK-6453	JUNCTION-4450	JUNCTION-4447	505.500000	6.000000	140	0.000000	Open	
LINK-6454	JUNCTION-4451	JUNCTION-4450	283.200000	6.000000	140	0.000000	Open	
LINK-6455	JUNCTION-4446	JUNCTION-4451	425.500000	6.000000	140	0.000000	Open	
LINK-6456	JUNCTION-4460	JUNCTION-4660	393.600000	8.000000	140	0.000000	Open	
LINK-6457	JUNCTION-4005	JUNCTION-4452	231.500000	24.000000	140	0.000000	Open	
LINK-6458	JUNCTION-4453	JUNCTION-4454	252.300000	6.000000	140	0.000000	Open	
LINK-6459	JUNCTION-4455	JUNCTION-4456	199.900000	6.000000	140	0.000000	Open	
LINK-6460	JUNCTION-4457	JUNCTION-4455	467.600000	6.000000	140	0.000000	Open	
LINK-6461	JUNCTION-4458	JUNCTION-4459	773.800000	8.000000	140	0.000000	Open	
LINK-6462	JUNCTION-4462	JUNCTION-3917	763.800000	8.000000	140	0.000000	Open	
LINK-6463	JUNCTION-4463	JUNCTION-4464	158.500000	8.000000	140	0.000000	Open	
LINK-6464	JUNCTION-4465	JUNCTION-4463	444.700000	8.000000	140	0.000000	Open	
LINK-6465	JUNCTION-4466	JUNCTION-4462	366.200000	8.000000	140	0.000000	Open	
LINK-6466	JUNCTION-4459	JUNCTION-4466	158.100000	8.000000	140	0.000000	Open	
LINK-6467	JUNCTION-4905	JUNCTION-5318	348.500000	8.000000	140	0.000000	Open	
LINK-6468	JUNCTION-4466	JUNCTION-4467	248.600000	8.000000	140	0.000000	Open	
LINK-6469	JUNCTION-4467	JUNCTION-4465	636.000000	8.000000	140	0.000000	Open	
LINK-6470	JUNCTION-4468	JUNCTION-4469	411.700000	10.000000	140	0.000000	Open	
LINK-6471	JUNCTION-4464	JUNCTION-4470	199.500000	8.000000	140	0.000000	Open	
LINK-6472	JUNCTION-4471	JUNCTION-4470	389.000000	10.000000	140	0.000000	Open	
LINK-6473	JUNCTION-4473	JUNCTION-4474	268.700000	8.000000	140	0.000000	Open	
LINK-6474	JUNCTION-4475	JUNCTION-4473	278.600000	8.000000	140	0.000000	Open	
LINK-6475	JUNCTION-3928	JUNCTION-3939	455.000000	8.000000	140	0.000000	Open	
LINK-6476	JUNCTION-4476	JUNCTION-4477	401.700000	10.000000	140	0.000000	Open	
LINK-6477	JUNCTION-4477	JUNCTION-4478	200.700000	10.000000	140	0.000000	Open	
LINK-6478	JUNCTION-4905	JUNCTION-4349	887.400000	8.000000	140	0.000000	Open	
LINK-6479	JUNCTION-4476	JUNCTION-4468	215.300000	10.000000	140	0.000000	Open	
LINK-6480	JUNCTION-4469	JUNCTION-4471	179.900000	10.000000	140	0.000000	Open	
LINK-6481	JUNCTION-4469	JUNCTION-4479	508.100000	10.000000	140	0.000000	Open	
LINK-6482	JUNCTION-4479	JUNCTION-4480	204.700000	10.000000	140	0.000000	Open	
LINK-6483	JUNCTION-4481	JUNCTION-4480	101.900000	10.000000	140	0.000000	Open	
LINK-6484	JUNCTION-4482	JUNCTION-4481	233.200000	10.000000	140	0.000000	Open	
LINK-6485	JUNCTION-4484	JUNCTION-4482	175.400000	10.000000	140	0.000000	Open	
LINK-6486	JUNCTION-4484	JUNCTION-4485	230.800000	10.000000	140	0.000000	Open	
LINK-6487	JUNCTION-4485	JUNCTION-4486	238.700000	10.000000	140	0.000000	Open	
LINK-6488	JUNCTION-4486	JUNCTION-3873	460.000000	10.000000	140	0.000000	Open	
LINK-6489	JUNCTION-4683	JUNCTION-4794	328.000000	8.000000	140	0.000000	Open	
LINK-6490	JUNCTION-4487	JUNCTION-4488	151.300000	10.000000	140	0.000000	Open	
LINK-6491	JUNCTION-4488	JUNCTION-3874	353.800000	10.000000	140	0.000000	Open	
LINK-6492	JUNCTION-4489	JUNCTION-3874	241.100000	10.000000	140	0.000000	Open	
LINK-6493	JUNCTION-4478	JUNCTION-4490	1586.800000	10.000000	140	0.000000	Open	
LINK-6494	JUNCTION-4491	JUNCTION-4490	321.000000	10.000000	140	0.000000	Open	
LINK-6495	JUNCTION-4492	JUNCTION-4150	607.300000	8.000000	140	0.000000	Open	
LINK-6496	JUNCTION-4492	JUNCTION-4105	445.300000	8.000000	140	0.000000	Open	
LINK-6497	JUNCTION-4491	JUNCTION-4487	258.700000	10.000000	140	0.000000	Open	
LINK-6498	JUNCTION-4474	JUNCTION-4493	271.900000	8.000000	140	0.000000	Open	
LINK-6499	JUNCTION-4495	JUNCTION-4496	517.100000	6.000000	140	0.000000	Open	
LINK-6500	JUNCTION-5318	JUNCTION-5127	308.100000	10.000000	140	0.000000	Open	
LINK-6501	JUNCTION-4497	JUNCTION-4495	512.900000	6.000000	140	0.000000	Open	
LINK-6502	JUNCTION-4498	JUNCTION-4499	387.400000	8.000000	140	0.000000	Open	
LINK-6503	JUNCTION-4500	JUNCTION-4501	502.300000	6.000000	140	0.000000	Open	
LINK-6504	JUNCTION-4502	JUNCTION-1312	298.900000	6.000000	140	0.000000	Open	
LINK-6505	JUNCTION-4503	JUNCTION-4504	555.300000	8.000000	140	0.000000	Open	
LINK-6506	JUNCTION-4503	JUNCTION-4506	397.600000	8.000000	140	0.000000	Open	
LINK-6507	JUNCTION-4507	JUNCTION-4503	608.700000	8.000000	140	0.000000	Open	
LINK-6508	JUNCTION-8449	JUNCTION-4508	340.500000	8.000000	140	0.000000	Open	
LINK-6509	JUNCTION-4509	JUNCTION-4507	626.400000	8.000000	140	0.000000	Open	
LINK-6510	JUNCTION-4510	JUNCTION-4509	213.600000	8.000000	140	0.000000	Open	
LINK-6511	JUNCTION-4694	JUNCTION-4705	431.700000	8.000000	140	0.000000	Open	
LINK-6512	JUNCTION-4510	JUNCTION-8449	513.100000	8.000000	140	0.000000	Open	
LINK-6513	JUNCTION-8382	JUNCTION-4510	411.400000	8.000000	140	0.000000	Open	
LINK-6514	JUNCTION-4511	JUNCTION-4512	420.500000	6.000000	140	0.000000	Open	
LINK-6515	JUNCTION-4513	JUNCTION-4514	476.400000	6.000000	140	0.000000	Open	
LINK-6516	JUNCTION-4511	JUNCTION-4513	303.500000	6.000000	140	0.000000	Open	
LINK-6517	JUNCTION-4515	JUNCTION-4513	422.500000	6.000000	140	0.000000	Open	
LINK-6518	JUNCTION-4515	JUNCTION-4517	174.600000	8.000000	140	0.000000	Open	
LINK-6519	JUNCTION-4512	JUNCTION-4515	303.100000	8.000000	140	0.000000	Open	
LINK-6520	JUNCTION-4518	JUNCTION-4511	173.800000	6.000000	140	0.000000	Open	
LINK-6521	JUNCTION-4519	JUNCTION-4518	419.400000	6.000000	140	0.000000	Open	
LINK-6522	JUNCTION-4716	JUNCTION-4694	587.300000	8.000000	140	0.000000	Open	
LINK-6523	JUNCTION-4512	JUNCTION-4520	230.100000	8.000000	140	0.000000	Open	
LINK-6524	JUNCTION-4521	JUNCTION-4519	22.700000	6.000000	140	0.000000	Open	
LINK-6525	JUNCTION-4520	JUNCTION-4521	12.700000	8.000000	140	0.000000	Open	
LINK-6526	JUNCTION-4522	JUNCTION-4520	227.600000	8.000000	140	0.000000	Open	
LINK-6527	JUNCTION-4523	JUNCTION-8182	843.600000	16.000000	140	0.000000	Open	
LINK-6528	JUNCTION-4524	JUNCTION-4525	153.000000	12.000000	140	0.000000	Open	
LINK-6529	JUNCTION-4501	JUNCTION-4524	192.000000	12.000000	140	0.000000	Open	
LINK-6530	JUNCTION-4526	JUNCTION-4501	332.400000	12.000000	140	0.000000	Open	
LINK-6531	JUNCTION-4528	JUNCTION-4529	417.300000	12.000000	140	0.000000	Open	
LINK-6532	JUNCTION-4528	JUNCTION-4530	3.800000	16.000000	140	0.000000	Open	
LINK-6533	JUNCTION-4705	JUNCTION-4727	161.600000	8.000000	140	0.000000	Open	
LINK-6534	JUNCTION-4531	JUNCTION-4532	1124.800000	4.000000	140	0.000000	Open	
LINK-6535	JUNCTION-4531	JUNCTION-4532	1123.800000	4.000000	140	0.000000	Open	
LINK-6536	JUNCTION-4531	JUNCTION-4533	815.600000	4.000000	140	0.000000	Open	
LINK-6537	JUNCTION-4534	JUNCTION-4535	746.600000	6.000000	140	0.000000	Open	
LINK-6538	JUNCTION-4532	JUNCTION-4535	275.400000	4.000000	140	0.000000	Open	
LINK-6539	JUNCTION-4535	JUNCTION-4738	252.300000	6.000000	140	0.000000	Open	
LINK-6540	JUNCTION-4536	JUNCTION-4537	167.400000	12.000000	140	0.000000	Open	
LINK-6541	JUNCTION-4537	JUNCTION-4738	705.400000	12.000000	140	0.000000	Open	
LINK-6542	JUNCTION-8227	JUNCTION-4539	184.200000	1.000000	140	0.000000	Open	
LINK-6543	JUNCTION-4540	JUNCTION-8227	245.700000	12.000000	140	0.000000	Open	
LINK-6544	JUNCTION-4738	JUNCTION-4749	264.000000	12.000000	140	0.000000	Open	
LINK-6545	JUNCTION-4541	JUNCTION-4542	155.800000	6.000000	140	0.000000	Open	
LINK-6546	JUNCTION-4543	JUNCTION-4544	493.800000	4.000000	140	0.000000	Open	
LINK-6547	JUNCTION-4545	JUNCTION-4544	87.600000	6.000000	140	0.000000	Open	
LINK-6548	JUNCTION-4546	JUNCTION-4547	180.000000	4.000000	140	0.000000	Open	
LINK-6549	JUNCTION-4548	JUNCTION-4543	175.600000	4.000000	140	0.000000	Open	
LINK-6550	JUNCTION-4548	JUNCTION-4550	194.400000	4.000000	140	0.000000	Open	
LINK-6551	JUNCTION-4547	JUNCTION-4548	307.800000	4.000000	140	0.000000	Open	
LINK-6552	JUNCTION-4551	JUNCTION-4541	253.700000	6.000000	140	0.000000	Open	
LINK-6553	JUNCTION-4552	JUNCTION-4553	510.800000	6.000000	140	0.000000	Open	
LINK-6554	JUNCTION-4554	JUNCTION-4543	279.500000	4.000000	140	0.000000	Open	
LINK-6555	JUNCTION-4794	JUNCTION-4905	414.400000	6.000000	140	0.000000	Open	
LINK-6556	JUNCTION-4760	JUNCTION-4771	711.000000	6.000000	140	0.000000	Open	
LINK-6557	JUNCTION-4544	JUNCTION-4550	188.100000	6.000000	140	0.000000	Open	
LINK-6558	JUNCTION-4545	JUNCTION-4555	175.100000	6.000000	140	0.000000	Open	
LINK-6559	JUNCTION-4555	JUNCTION-4556	132.200000	6.000000	140	0.000000	Open	
LINK-6560	JUNCTION-4557	JUNCTION-4558	547.300000	4.000000	140	0.000000	Open	
LINK-6561	JUNCTION-4542	JUNCTION-4544	165.500000	6.000000	140	0.000000	Open	
LINK-6562	JUNCTION-4559	JUNCTION-4545	304.500000	4.000000	140	0.000000	Open	
LINK-6563	JUNCTION-4556	JUNCTION-4559	268.200000	4.000000	140	0.000000	Open	
LINK-6564	JUNCTION-4559	JUNCTION-4558	258.600000	4.000000	140	0.000000	Open	
LINK-6565	JUNCTION-4561	JUNCTION-4562	494.800000	8.000000	140	0.000000	Open	
LINK-6566	JUNCTION-4562	JUNCTION-4563	220.600000	8.000000	140	0.000000	Open	
LINK-6567	JUNCTION-4782	JUNCTION-4795	251.100000	6.000000	140	0.000000	Open	
LINK-6568	JUNCTION-4561	JUNCTION-4564	365.400000	6.000000	140	0.000000	Open	
LINK-6569	JUNCTION-4565	JUNCTION-4562	424.600000	6.000000	140	0.000000	Open	
LINK-6570	JUNCTION-4566	JUNCTION-4565	278.500000	6.000000	140	0.000000	Open	
LINK-6571	JUNCTION-4565	JUNCTION-4567	217.900000	6.000000	140	0.000000	Open	
LINK-6572	JUNCTION-4568	JUNCTION-4561	472.500000	8.000000	140	0.000000	Open	
LINK-6573	JUNCTION-4566	JUNCTION-4564	467.500000	6.000000	140	0.000000	Open	
LINK-6574	JUNCTION-4569	JUNCTION-4570	465.900000	6.000000	140	0.000000	Open	
LINK-6575	JUNCTION-4570	JUNCTION-4564	549.500000	6.000000	140	0.000000	Open	
LINK-6576	JUNCTION-4573	JUNCTION-4568	492.100000	8.000000	140	0.000000	Open	
LINK-6577	JUNCTION-4574	JUNCTION-4573	171.500000	8.000000	140	0.000000	Open	
LINK-6578	JUNCTION-4806	JUNCTION-4817	359.800000	6.000000	140	0.000000	Open	
LINK-6579	JUNCTION-4575	JUNCTION-4569	407.900000	6.000000	140	0.000000	Open	
LINK-6580	JUNCTION-4575	JUNCTION-4574	286.800000	6.000000	140	0.000000	Open	
LINK-6581	JUNCTION-4576	JUNCTION-4574	322.000000	10.000000	140	0.000000	Open	
LINK-6582	JUNCTION-4577	JUNCTION-4578	364.300000	6.000000	140	0.000000	Open	
LINK-6583	JUNCTION-4578	JUNCTION-4579	511.900000	6.000000	140	0.000000	Open	
LINK-6584	JUNCTION-4580	JUNCTION-4579	220.900000	6.000000	140	0.000000	Open	
LINK-6585	JUNCTION-4580	JUNCTION-4581	221.300000	6.000000	140	0.000000	Open	
LINK-6586	JUNCTION-4582	JUNCTION-4576	479.000000	10.000000	140	0.000000	Open	
LINK-6587	JUNCTION-4584	JUNCTION-4582	182.700000	10.000000	140	0.000000	Open	
LINK-6588	JUNCTION-4585	JUNCTION-4584	309.800000	10.000000	140	0.000000	Open	
LINK-6589	JUNCTION-4828	JUNCTION-4839	439.300000	6.000000	140	0.000000	Open	
LINK-6590	JUNCTION-4586	JUNCTION-4528	2041.900000	16.000000	140	0.000000	Open	
LINK-6591	JUNCTION-4587	JUNCTION-4588	544.400000	6.000000	140	0.000000	Open	
LINK-6592	JUNCTION-4589	JUNCTION-1892	170.800000	6.000000	140	0.000000	Open	
LINK-6593	JUNCTION-4588	JUNCTION-4589	380.700000	6.000000	140	0.000000	Open	
LINK-6594	JUNCTION-4590	JUNCTION-4591	139.100000	4.000000	140	0.000000	Open	
LINK-6595	JUNCTION-4592	JUNCTION-4593	459.400000	6.000000	140	0.000000	Open	
LINK-6596	JUNCTION-4595	JUNCTION-4590	162.600000	6.000000	140	0.000000	Open	
LINK-6597	JUNCTION-4593	JUNCTION-4590	77.800000	6.000000	140	0.000000	Open	
LINK-6598	JUNCTION-4596	JUNCTION-4597	524.400000	4.000000	140	0.000000	Open	
LINK-6599	JUNCTION-4597	JUNCTION-4596	21.800000	6.000000	140	0.000000	Open	
LINK-6600	JUNCTION-4850	JUNCTION-4861	956.700000	4.000000	140	0.000000	Open	
LINK-6601	JUNCTION-4597	JUNCTION-4598	423.600000	6.000000	140	0.000000	Open	
LINK-6602	JUNCTION-4599	JUNCTION-4598	342.700000	8.000000	140	0.000000	Open	
LINK-6603	JUNCTION-4600	JUNCTION-4599	39.200000	8.000000	140	0.000000	Open	
LINK-6604	JUNCTION-4601	JUNCTION-4602	428.200000	8.000000	140	0.000000	Open	
LINK-6605	JUNCTION-4602	JUNCTION-4592	307.500000	6.000000	140	0.000000	Open	
LINK-6606	JUNCTION-4603	JUNCTION-4604	186.300000	4.000000	140	0.000000	Open	
LINK-6607	JUNCTION-4604	JUNCTION-4603	106.900000	4.000000	140	0.000000	Open	
LINK-6608	JUNCTION-4606	JUNCTION-4607	235.700000	10.000000	140	0.000000	Open	
LINK-6609	JUNCTION-4608	JUNCTION-4609	497.400000	6.000000	140	0.000000	Open	
LINK-6610	JUNCTION-4610	JUNCTION-4608	571.000000	6.000000	140	0.000000	Open	
LINK-6611	JUNCTION-4872	JUNCTION-4883	641.500000	6.000000	140	0.000000	Open	
LINK-6612	JUNCTION-4610	JUNCTION-4600	362.800000	6.000000	140	0.000000	Open	
LINK-6613	JUNCTION-4598	JUNCTION-4595	289.300000	6.000000	140	0.000000	Open	
LINK-6614	JUNCTION-4601	JUNCTION-4598	494.800000	8.000000	140	0.000000	Open	
LINK-6615	JUNCTION-4611	JUNCTION-4610	207.900000	4.000000	140	0.000000	Open	
LINK-6616	JUNCTION-4611	JUNCTION-4612	143.800000	4.000000	140	0.000000	Open	
LINK-6617	JUNCTION-4613	JUNCTION-4614	244.700000	6.000000	140	0.000000	Open	
LINK-6618	JUNCTION-4615	JUNCTION-4613	359.400000	6.000000	140	0.000000	Open	
LINK-6619	JUNCTION-4617	JUNCTION-4613	279.000000	6.000000	140	0.000000	Open	
LINK-6620	JUNCTION-4618	JUNCTION-4617	374.900000	6.000000	140	0.000000	Open	
LINK-6621	JUNCTION-4618	JUNCTION-4615	359.700000	6.000000	140	0.000000	Open	
LINK-6622	JUNCTION-4894	JUNCTION-4906	413.300000	6.000000	140	0.000000	Open	
LINK-6623	JUNCTION-4619	JUNCTION-4620	306.300000	6.000000	140	0.000000	Open	
LINK-6624	JUNCTION-4619	JUNCTION-4618	299.900000	6.000000	140	0.000000	Open	
LINK-6625	JUNCTION-4621	JUNCTION-4602	579.500000	10.000000	140	0.000000	Open	
LINK-6626	JUNCTION-4621	JUNCTION-4622	95.200000	10.000000	140	0.000000	Open	
LINK-6627	JUNCTION-4623	JUNCTION-4621	178.300000	10.000000	140	0.000000	Open	
LINK-6628	JUNCTION-4624	JUNCTION-4622	319.600000	6.000000	140	0.000000	Open	
LINK-6629	JUNCTION-4625	JUNCTION-4622	491.900000	6.000000	140	0.000000	Open	
LINK-6630	JUNCTION-4626	JUNCTION-4625	196.300000	6.000000	140	0.000000	Open	
LINK-6631	JUNCTION-4614	JUNCTION-4628	337.400000	10.000000	140	0.000000	Open	
LINK-6632	JUNCTION-4629	JUNCTION-4614	429.300000	10.000000	140	0.000000	Open	
LINK-6633	JUNCTION-4917	JUNCTION-4828	285.900000	10.000000	140	0.000000	Open	
LINK-6634	JUNCTION-4630	JUNCTION-4629	25.400000	10.000000	140	0.000000	Open	
LINK-6635	JUNCTION-4631	JUNCTION-4630	22.900000	10.000000	140	0.000000	Open	
LINK-6636	JUNCTION-4599	JUNCTION-4632	176.500000	6.000000	140	0.000000	Open	
LINK-6637	JUNCTION-4609	JUNCTION-4600	716.000000	8.000000	140	0.000000	Open	
LINK-6638	JUNCTION-4632	JUNCTION-4609	876.100000	6.000000	140	0.000000	Open	
LINK-6639	JUNCTION-4633	JUNCTION-4607	299.300000	10.000000	140	0.000000	Open	
LINK-6640	JUNCTION-4634	JUNCTION-4633	153.700000	10.000000	140	0.000000	Open	
LINK-6641	JUNCTION-4635	JUNCTION-4634	150.100000	10.000000	140	0.000000	Open	
LINK-6642	JUNCTION-4607	JUNCTION-4636	438.200000	10.000000	140	0.000000	Open	
LINK-6643	JUNCTION-4637	JUNCTION-4639	299.700000	4.000000	140	0.000000	Open	
LINK-6644	JUNCTION-4894	JUNCTION-4917	425.000000	10.000000	140	0.000000	Open	
LINK-6645	JUNCTION-4631	JUNCTION-4604	125.700000	4.000000	140	0.000000	Open	
LINK-6646	JUNCTION-4606	JUNCTION-4631	424.300000	10.000000	140	0.000000	Open	
LINK-6647	JUNCTION-4640	JUNCTION-4606	334.500000	8.000000	140	0.000000	Open	
LINK-6648	JUNCTION-4641	JUNCTION-4642	190.600000	6.000000	140	0.000000	Open	
LINK-6649	JUNCTION-4643	JUNCTION-4641	441.900000	6.000000	140	0.000000	Open	
LINK-6650	JUNCTION-4636	JUNCTION-4623	348.500000	10.000000	140	0.000000	Open	
LINK-6651	JUNCTION-4644	JUNCTION-4626	298.800000	6.000000	140	0.000000	Open	
LINK-6652	JUNCTION-4624	JUNCTION-4644	172.700000	6.000000	140	0.000000	Open	
LINK-6653	JUNCTION-4645	JUNCTION-4646	350.600000	8.000000	140	0.000000	Open	
LINK-6654	JUNCTION-4647	JUNCTION-4648	355.300000	16.000000	140	0.000000	Open	
LINK-6655	JUNCTION-4906	JUNCTION-4928	266.300000	4.000000	140	0.000000	Open	
LINK-6656	JUNCTION-4650	JUNCTION-4651	957.300000	12.000000	140	0.000000	Open	
LINK-6657	JUNCTION-4652	JUNCTION-4653	519.200000	12.000000	140	0.000000	Open	
LINK-6658	JUNCTION-4651	JUNCTION-4652	450.700000	12.000000	140	0.000000	Open	
LINK-6659	JUNCTION-4651	JUNCTION-4654	244.600000	6.000000	140	0.000000	Open	
LINK-6660	JUNCTION-4650	JUNCTION-3773	519.600000	10.000000	140	0.000000	Open	
LINK-6661	JUNCTION-4655	JUNCTION-4654	544.600000	6.000000	140	0.000000	Open	
LINK-6662	JUNCTION-4656	JUNCTION-4657	201.800000	4.000000	140	0.000000	Open	
LINK-6663	JUNCTION-4658	JUNCTION-4657	1547.400000	4.000000	140	0.000000	Open	
LINK-6664	JUNCTION-4657	JUNCTION-4659	328.000000	4.000000	140	0.000000	Open	
LINK-6665	JUNCTION-4661	JUNCTION-4662	162.400000	2.000000	140	0.000000	Open	
LINK-6666	JUNCTION-4794	JUNCTION-4571	199.700000	6.000000	140	0.000000	Open	
LINK-6667	JUNCTION-4939	JUNCTION-4917	279.800000	4.000000	140	0.000000	Open	
LINK-6668	JUNCTION-4648	JUNCTION-4650	158.900000	12.000000	140	0.000000	Open	
